gene_id MainDriverLoci MeanISMatLoci_in_refseq/MaxISM nBpatLociwith>5%_in_ref NbpatLociwith>10%_in_ref NbpatLociwith>20%_in_ref NbpatLociwith>50%_in_ref DistToBpwith>5%_in_ref DistToBpwith>10%_in_ref DistToBpwith>20%_in_ref DistToBpwith>50%_in_ref MeanISMatDistToBPwith>5%_in_refseq/MaxISM MeanISMatDistToBPwith>10%_in_refseq/MaxISM MeanISMatDistToBPwith>20%_in_refseq/MaxISM MeanISMatDistToBPwith>50%_in_refseq/MaxISM MeanISMatLoci_in_varseq/MaxISM nBpatLociwith>5%_in_var NbpatLociwith>10%_in_var NbpatLociwith>20%_in_var NbpatLociwith>50%_in_var DistToBpwith>5%_in_var DistToBpwith>10%_in_var DistToBpwith>20%_in_var DistToBpwith>50%_in_var MeanISMatDistToBPwith>5%_in_varseq/MaxISM MeanISMatDistToBPwith>10%_in_varseq/MaxISM MeanISMatDistToBPwith>20%_in_varseq/MaxISM MeanISMatDistToBPwith>50%_in_varseq/MaxISM
ENSG00000064199 124673946 0.007247856681764586 0 0 0 0 1 1 5 7 -0.14202575360687428 -0.14202575360687428 0.3508841265522497 0.5149502159767682 0.4313030983641249 8 6 5 0 0 0 0 20 0.4313030983641249 0.4313030983641249 0.4313030983641249 0.13462467701292302
ENSG00000065060 34793179 0.2610282707646813 10 7 4 0 0 0 0 20 0.2610282707646813 0.2610282707646813 0.2610282707646813 -0.11020050199038023 -0.20706282268000473 3 1 1 0 0 0 0 20 -0.20706282268000473 -0.20706282268000473 -0.20706282268000473 -0.16655162435412693
ENSG00000071894 144393097 -0.005448761707773405 0 0 0 0 20 20 20 20 0.0024997672994061418 0.0024997672994061418 0.0024997672994061418 0.0024997672994061418 0.0055848142525982 0 0 0 0 20 20 20 20 0.004097671138799442 0.004097671138799442 0.004097671138799442 0.004097671138799442
ENSG00000074410 63381924 0.17335707366024788 3 2 0 0 0 0 1 20 0.17335707366024788 0.17335707366024788 0.3079371771172145 -0.07640417715556051 -0.16628835374943446 3 2 0 0 0 0 3 20 -0.16628835374943446 -0.16628835374943446 -0.23228358969186344 -0.19126109568925787
ENSG00000075131 66386717 -0.024063072534065127 0 0 0 0 1 1 4 20 0.12653253725476885 0.12653253725476885 0.21494841933520528 -0.14761736711010184 0.2942350638789348 7 7 2 0 0 0 0 20 0.2942350638789348 0.2942350638789348 0.2942350638789348 0.11970719113247462
ENSG00000075336 74146367 0.03317406839573777 0 0 0 0 20 20 20 20 0.014269033435012152 0.014269033435012152 0.014269033435012152 0.014269033435012152 -0.10540321441055504 5 2 0 0 0 0 20 20 -0.10540321441055504 -0.10540321441055504 -0.009799202931579829 -0.009799202931579829
ENSG00000083535 72795504 0.008268439145463475 0 0 0 0 20 20 20 20 0.01249406677196369 0.01249406677196369 0.01249406677196369 0.01249406677196369 -0.015333009731442032 0 0 0 0 20 20 20 20 -0.020583877041393864 -0.020583877041393864 -0.020583877041393864 -0.020583877041393864
ENSG00000084207 67583533 0.11072683838127413 6 2 0 0 0 0 20 20 0.11072683838127413 0.11072683838127413 -0.052967876740416725 -0.052967876740416725 0.002129052835764545 0 0 0 0 8 20 20 20 -0.06493671034388486 -0.03351244247430465 -0.03351244247430465 -0.03351244247430465
ENSG00000085514 100367038 0.06033986038929374 1 0 0 0 0 20 20 20 0.06033986038929374 0.011697812057943208 0.011697812057943208 0.011697812057943208 -0.16857545007818756 3 2 0 0 0 0 20 20 -0.16857545007818756 -0.16857545007818756 0.03948825321700455 0.03948825321700455
ENSG00000085982 233566769 -0.18954502302867496 7 7 0 0 0 0 1 3 -0.18954502302867496 -0.18954502302867496 -0.49350131207481934 -0.8747956438286882 0.42945183047910424 1 1 1 0 0 0 0 3 0.42945183047910424 0.42945183047910424 0.42945183047910424 -0.5776661235962043
ENSG00000088854 3408365 -0.010518418692211012 0 0 0 0 20 20 20 20 -0.007099986597221125 -0.007099986597221125 -0.007099986597221125 -0.007099986597221125 0.01894721243154111 0 0 0 0 20 20 20 20 0.011379039485807116 0.011379039485807116 0.011379039485807116 0.011379039485807116
ENSG00000089041 121133096 0.98475986283262 7 7 7 6 0 0 0 0 0.98475986283262 0.98475986283262 0.98475986283262 0.98475986283262 -0.3485734705007133 1 1 1 0 0 0 0 20 -0.3485734705007133 -0.3485734705007133 -0.3485734705007133 0.037441586501496454
ENSG00000095485 100267650 -0.13427190223820892 4 1 0 0 0 0 11 20 -0.13427190223820892 -0.13427190223820892 0.3923193197632235 -0.1459416615203675 0.02478986415220988 0 0 0 0 1 9 11 20 0.09011763867644117 0.14300176658708239 0.31422649874175607 -0.04864064356062969
ENSG00000096872 26946478 0.06480110443801698 3 0 0 0 0 2 20 20 0.06480110443801698 0.14110408491614623 -0.055572219100606106 -0.055572219100606106 -0.03274492148879596 0 0 0 0 2 2 20 20 0.10039414881204596 0.10039414881204596 -0.06945368775446288 -0.06945368775446288
ENSG00000099330 17227073 -0.00016893243190659813 0 0 0 0 1 10 20 20 -0.06159828641282874 0.15621510002542596 -0.03356228188188597 -0.03356228188188597 -0.08840786335640559 3 0 0 0 0 2 20 20 -0.08840786335640559 -0.10742101722007824 -0.02994368358561875 -0.02994368358561875
ENSG00000100299 50628109 -0.06222755941674269 3 0 0 0 0 2 4 20 -0.06222755941674269 -0.18386769520555105 -0.22575289896805817 -0.12805423079914974 -0.18567329907701693 4 4 0 0 0 0 1 20 -0.18567329907701693 -0.18567329907701693 -0.27435722636408516 -0.17367229894439348
ENSG00000100325 29838229 0.12629205086266185 2 2 0 0 0 0 1 20 0.12629205086266185 0.12629205086266185 0.2813004269728326 0.32330458199038 0.5191128931232522 5 5 5 1 0 0 0 0 0.5191128931232522 0.5191128931232522 0.5191128931232522 0.5191128931232522
ENSG00000100483 50116365 0.18327910053543853 4 4 0 0 0 0 1 20 0.18327910053543853 0.18327910053543853 0.24076103160550277 0.08169776996513535 -0.13496026115314205 1 1 0 0 0 0 20 20 -0.13496026115314205 -0.13496026115314205 0.0451258232423033 0.0451258232423033
ENSG00000101104 44909956 0.09472313075314659 4 0 0 0 0 3 5 20 0.09472313075314659 0.156044199611045 -0.36701367270931246 0.03050432190098783 -0.04947298673221223 0 0 0 0 1 4 4 20 -0.08741551935360298 -0.24865570190047825 -0.24865570190047825 0.024066362357216414
ENSG00000103037 58515417 -0.01195981938596225 0 0 0 0 1 1 20 20 -0.13108882405804959 -0.13108882405804959 -0.12387436031536653 -0.12387436031536653 -0.13499822396592873 9 7 0 0 0 0 1 20 -0.13499822396592873 -0.13499822396592873 -0.2908282778623366 -0.11590460397840131
ENSG00000104979 13774495 0.018951852249405734 0 0 0 0 15 20 20 20 0.053584977900937546 0.027619539504395482 0.027619539504395482 0.027619539504395482 -0.0076290618719106655 0 0 0 0 20 20 20 20 0.014614374956353461 0.014614374956353461 0.014614374956353461 0.014614374956353461
ENSG00000105136 57488478 0.05951623990164543 1 0 0 0 0 20 20 20 0.05951623990164543 -0.05527250066746812 -0.05527250066746812 -0.05527250066746812 -0.09315224095166678 1 0 0 0 0 2 20 20 -0.09315224095166678 -0.17546238834503178 -0.07769494763943967 -0.07769494763943967
ENSG00000105248 4247008 0.0025379845746029256 0 0 0 0 1 19 20 20 -0.06936167785594442 -0.11164658425706382 -0.08916127007378322 -0.08916127007378322 0.03861603746512381 0 0 0 0 3 20 20 20 -0.0541832444592567 -0.0683679170751566 -0.0683679170751566 -0.0683679170751566
ENSG00000105497 51571284 -0.06518213564193527 1 0 0 0 0 4 4 15 -0.06518213564193527 0.31558404667189666 0.31558404667189666 0.5121082423291516 0.19955035950412267 7 7 0 0 0 0 1 4 0.19955035950412267 0.19955035950412267 0.2104162472259056 0.5369961214746727
ENSG00000106733 75087715 0.018528815090304948 0 0 0 0 20 20 20 20 0.009802965154594516 0.009802965154594516 0.009802965154594516 0.009802965154594516 -0.0065406314664012135 0 0 0 0 20 20 20 20 0.007546977468696282 0.007546977468696282 0.007546977468696282 0.007546977468696282
ENSG00000109771 185395479 -0.041943028274499104 0 0 0 0 2 17 20 20 -0.06519223187285424 0.1138540305878839 0.08660517912358216 0.08660517912358216 0.0014155053888194786 0 0 0 0 3 17 20 20 0.062254256389164854 0.12045269543951381 0.0936525063078838 0.0936525063078838
ENSG00000109854 20364060 -0.2018145575870617 8 3 1 0 0 0 0 20 -0.2018145575870617 -0.2018145575870617 -0.2018145575870617 -0.2323282522769592 0.06544748449379043 1 0 0 0 0 7 20 20 0.06544748449379043 -0.1227904990200203 -0.2843736937605255 -0.2843736937605255
ENSG00000110074 126269205 0.11434334826097296 1 1 0 0 0 0 8 20 0.11434334826097296 0.11434334826097296 0.20742476193782333 -0.034904037853791925 -0.07068131634588559 7 0 0 0 0 1 2 20 -0.07068131634588559 -0.16982338349536893 -0.28704013023965264 -0.1321652884157124
ENSG00000111906 125302039 0.06144246212500657 1 0 0 0 0 1 1 20 0.06144246212500657 -0.23638817517347263 -0.23638817517347263 -0.1982879221519608 -0.043723578762276734 0 0 0 0 1 2 10 20 -0.0665390807485297 -0.19539120783025796 0.2699565582011539 -0.09133560848150905
ENSG00000112110 159790392 0.05165983103516806 1 0 0 0 0 5 6 20 0.05165983103516806 -0.14578483999097747 -0.20998931146143737 0.02700999073243879 -0.05866830384506513 1 0 0 0 0 5 6 20 -0.05866830384506513 -0.178140162417712 -0.27252984500656274 0.034592432153477244
ENSG00000112149 14117907 0.032157312206324465 0 0 0 0 20 20 20 20 0.006029851335349008 0.006029851335349008 0.006029851335349008 0.006029851335349008 -0.03232785460464679 0 0 0 0 2 20 20 20 -0.06471465461760259 -0.014087316435640596 -0.014087316435640596 -0.014087316435640596
ENSG00000112852 141098348 0.009494110004235994 0 0 0 0 20 20 20 20 -0.0051871213502725265 -0.0051871213502725265 -0.0051871213502725265 -0.0051871213502725265 -0.019402129763329917 0 0 0 0 20 20 20 20 -0.0020272826529720766 -0.0020272826529720766 -0.0020272826529720766 -0.0020272826529720766
ENSG00000114331 195443027 0.38670024881847825 2 2 1 0 0 0 0 7 0.38670024881847825 0.38670024881847825 0.38670024881847825 0.5076303879314014 -0.07397704459129967 2 0 0 0 0 1 7 20 -0.07397704459129967 -0.15147813794652623 -0.25565159374472546 -0.016574164217471505
ENSG00000116132 170663243 -0.10838772106253876 3 3 0 0 0 0 15 20 -0.10838772106253876 -0.10838772106253876 -0.2256145508041784 -0.3737751847192308 0.059792844841274694 1 0 0 0 0 6 15 20 0.059792844841274694 -0.12476931867070011 -0.2513266805910111 -0.47194221985173607
ENSG00000119285 236604526 -0.03258149974924472 0 0 0 0 1 1 4 20 -0.10287136747775782 -0.10287136747775782 -0.27268443509791956 0.24152103594086305 0.09821927633527698 1 0 0 0 0 3 12 20 0.09821927633527698 -0.12427134499672003 -0.2643892709490571 0.23858954444044186
ENSG00000119328 108933763 0.011828824672258938 0 0 0 0 20 20 20 20 -0.014436685660300182 -0.014436685660300182 -0.014436685660300182 -0.014436685660300182 -0.018242033836727713 0 0 0 0 20 20 20 20 -0.018209051403995948 -0.018209051403995948 -0.018209051403995948 -0.018209051403995948
ENSG00000119392 128504933 0.32433295019273595 7 6 4 0 0 0 0 20 0.32433295019273595 0.32433295019273595 0.32433295019273595 -0.08296324282903719 -0.17245191230742876 1 1 0 0 0 0 20 20 -0.17245191230742876 -0.17245191230742876 -0.11065953143323977 -0.11065953143323977
ENSG00000119673 73566566 0.023844334686294783 0 0 0 0 20 20 20 20 0.004527668327346502 0.004527668327346502 0.004527668327346502 0.004527668327346502 -0.026441372625972414 0 0 0 0 20 20 20 20 -0.005644607151196349 -0.005644607151196349 -0.005644607151196349 -0.005644607151196349
ENSG00000119943 98415325 -0.007638824417520733 0 0 0 0 1 12 20 20 -0.06599612087349598 -0.10810549676933683 -0.07979634655868056 -0.07979634655868056 0.09058325634499005 3 0 0 0 0 2 20 20 0.09058325634499005 0.10336195994328357 -0.028734991862877063 -0.028734991862877063
ENSG00000119979 119104427 -0.12691177440089066 2 1 0 0 0 0 4 20 -0.12691177440089066 -0.12691177440089066 0.23264092200008823 0.05559949422511575 0.10192601565660799 11 2 0 0 0 0 3 20 0.10192601565660799 0.10192601565660799 0.2683801375839971 0.0821890685644706
ENSG00000120451 130916554 -0.04595252849427698 0 0 0 0 3 20 20 20 -0.059704661215092936 0.024483575372472855 0.024483575372472855 0.024483575372472855 0.02521922612848873 0 0 0 0 20 20 20 20 0.024016136640915637 0.024016136640915637 0.024016136640915637 0.024016136640915637
ENSG00000120539 27154946 0.05516289840286099 2 0 0 0 0 2 8 20 0.05516289840286099 -0.10586944656825348 -0.3168517582680907 -0.1624398816648918 -0.01186785179018581 0 0 0 0 2 8 20 20 -0.09172110506751567 -0.15718905029837527 -0.05704830078314723 -0.05704830078314723
ENSG00000120675 43023570 -0.0812376580008498 1 0 0 0 0 5 20 20 -0.0812376580008498 -0.10045812437500805 0.08109614453336665 0.08109614453336665 0.0005083895687649544 0 0 0 0 2 2 2 20 0.2028860949504858 0.2028860949504858 0.2028860949504858 0.059877210261808776
ENSG00000122085 241102313 0.24432481354945837 12 10 2 0 0 0 0 5 0.24432481354945837 0.24432481354945837 0.24432481354945837 0.5532610212375252 -0.07044196223891197 2 0 0 0 0 1 3 5 -0.07044196223891197 -0.17044952925335388 0.4677954113346736 0.5174002158235494
ENSG00000122335 158192571 -0.008038703215779302 0 0 0 0 20 20 20 20 0.003412834044101277 0.003412834044101277 0.003412834044101277 0.003412834044101277 0.023556281242691022 0 0 0 0 20 20 20 20 0.007846096637287818 0.007846096637287818 0.007846096637287818 0.007846096637287818
ENSG00000122971 120725715 -0.06935433075740376 1 0 0 0 0 10 20 20 -0.06935433075740376 -0.1012154514763427 0.02818941516571762 0.02818941516571762 0.02475937227482669 0 0 0 0 1 3 20 20 0.09538217811133061 0.15419364273891958 0.06533403515613817 0.06533403515613817
ENSG00000123297 57782831 -0.05428552775061519 2 0 0 0 0 1 5 20 -0.05428552775061519 -0.12416658596769954 -0.2411630990442087 0.04588603946701305 0.04528219275961586 0 0 0 0 1 3 7 20 -0.06746433651736265 -0.16345557588603218 0.23482659187510665 0.12911130899549567
ENSG00000123545 96897178 0.015973349496072976 0 0 0 0 20 20 20 20 -0.003144446237048414 -0.003144446237048414 -0.003144446237048414 -0.003144446237048414 -0.01280646405394005 0 0 0 0 20 20 20 20 -0.01175651546875228 -0.01175651546875228 -0.01175651546875228 -0.01175651546875228
ENSG00000124380 69893476 -0.041135740731836325 0 0 0 0 2 20 20 20 -0.07781470221815191 -0.05973925811383265 -0.05973925811383265 -0.05973925811383265 0.04624886994972211 0 0 0 0 1 20 20 20 -0.05272320755211659 -0.04814637787904755 -0.04814637787904755 -0.04814637787904755
ENSG00000124508 26390777 0.08926155891373312 6 0 0 0 0 3 20 20 0.08926155891373312 0.10952391421775139 0.01609889764442488 0.01609889764442488 -0.05051829837960778 1 0 0 0 0 20 20 20 -0.05051829837960778 -0.015012560242409455 -0.015012560242409455 -0.015012560242409455
ENSG00000124523 13574259 -0.03191699186723138 0 0 0 0 3 20 20 20 -0.061056703579634254 -0.05218348561955826 -0.05218348561955826 -0.05218348561955826 0.09821274693717041 3 0 0 0 0 20 20 20 0.09821274693717041 0.0129799335302696 0.0129799335302696 0.0129799335302696
ENSG00000124587 42979205 -0.03666377565470348 0 0 0 0 1 1 1 20 -0.22929470553806128 -0.22929470553806128 -0.22929470553806128 -0.049923070707993435 0.08783970471885472 2 0 0 0 0 1 20 20 0.08783970471885472 -0.1311147454931961 0.08826946376831905 0.08826946376831905
ENSG00000125375 50312511 0.14965503346321854 4 4 0 0 0 0 20 20 0.14965503346321854 0.14965503346321854 -0.03880318699620037 -0.03880318699620037 -0.07115887861190864 1 0 0 0 0 20 20 20 -0.07115887861190864 -0.030533026065664878 -0.030533026065664878 -0.030533026065664878
ENSG00000125630 112541009 0.011092834882989115 0 0 0 0 20 20 20 20 0.0016846307372172839 0.0016846307372172839 0.0016846307372172839 0.0016846307372172839 0.0008421051090495239 0 0 0 0 20 20 20 20 0.0016013523770244207 0.0016013523770244207 0.0016013523770244207 0.0016013523770244207
ENSG00000125734 6737470 -0.5880514865089117 7 7 2 1 0 0 0 0 -0.5880514865089117 -0.5880514865089117 -0.5880514865089117 -0.5880514865089117 0.06737138417569966 2 0 0 0 0 1 2 13 0.06737138417569966 0.1400952106531236 0.4747436153032463 0.7052671986391627
ENSG00000125885 5950624 -0.04305046705783005 0 0 0 0 1 4 8 20 -0.0690255459660904 -0.12865907860766027 -0.34078188276543475 -0.05501636127130488 0.022190837481694158 0 0 0 0 1 8 8 20 -0.05565895439932622 -0.23843268245866697 -0.23843268245866697 -0.041645819095293385
ENSG00000125895 1185393 0.07220580330943403 1 0 0 0 0 1 1 3 0.07220580330943403 -0.20239608135385947 -0.20239608135385947 -0.5146545555888307 -0.05623158279714232 6 0 0 0 0 1 1 2 -0.05623158279714232 -0.3316825707790248 -0.3316825707790248 -0.9430444364853742
ENSG00000126790 59484560 0.04252371644101973 0 0 0 0 2 10 20 20 0.059747973730826666 -0.13999912910639756 -0.032717613544741765 -0.032717613544741765 -0.13638506978184115 2 2 0 0 0 0 20 20 -0.13638506978184115 -0.13638506978184115 -0.04068847718288587 -0.04068847718288587
ENSG00000127311 66302475 0.11275151861186929 2 1 0 0 0 0 4 20 0.11275151861186929 0.11275151861186929 0.236194953277704 -0.027348656575443313 0.6167938260765199 9 5 5 2 0 0 0 0 0.6167938260765199 0.6167938260765199 0.6167938260765199 0.6167938260765199
ENSG00000127364 141779000 -0.1119049252656955 3 1 0 0 0 0 2 20 -0.1119049252656955 -0.1119049252656955 0.20819606169461327 -0.24433111256603865 0.12953345280278353 6 3 0 0 0 0 2 20 0.12953345280278353 0.12953345280278353 0.27058609417464324 -0.22719720870987337
ENSG00000127720 82358854 0.004517758739309789 0 0 0 0 20 20 20 20 0.008552464722421218 0.008552464722421218 0.008552464722421218 0.008552464722421218 -0.008959533423993707 0 0 0 0 20 20 20 20 -0.002257873872305149 -0.002257873872305149 -0.002257873872305149 -0.002257873872305149
ENSG00000128463 34224794 0.17826268600673953 9 7 0 0 0 0 20 20 0.17826268600673953 0.17826268600673953 0.020541791022324715 0.020541791022324715 -0.05435153998178868 1 0 0 0 0 20 20 20 -0.05435153998178868 -0.018542561384038838 -0.018542561384038838 -0.018542561384038838
ENSG00000128944 40382954 -0.23158993492882296 3 3 3 0 0 0 0 8 -0.23158993492882296 -0.23158993492882296 -0.23158993492882296 -0.7384988631579961 0.20160787049915221 1 1 1 0 0 0 0 20 0.20160787049915221 0.20160787049915221 0.20160787049915221 0.33914509588266717
ENSG00000129055 134486385 0.02824711371008096 0 0 0 0 2 20 20 20 0.0509122599836749 0.017665530368379086 0.017665530368379086 0.017665530368379086 -0.004451905324712444 0 0 0 0 20 20 20 20 0.0087151696840638 0.0087151696840638 0.0087151696840638 0.0087151696840638
ENSG00000130348 106629627 0.18803285486698904 6 2 0 0 0 0 4 20 0.18803285486698904 0.18803285486698904 0.20620640410039445 -0.146746724597122 -0.04786255492634326 0 0 0 0 1 4 20 20 0.056953611955124155 0.14868323133887296 -0.07297179799892456 -0.07297179799892456
ENSG00000130363 159000151 -0.012927871028445101 0 0 0 0 20 20 20 20 -0.025858868681526034 -0.025858868681526034 -0.025858868681526034 -0.025858868681526034 0.024623434256031893 0 0 0 0 20 20 20 20 -0.02875605746518717 -0.02875605746518717 -0.02875605746518717 -0.02875605746518717
ENSG00000130517 18340571 0.196561408783228 1 1 0 0 0 0 5 20 0.196561408783228 0.196561408783228 -0.21416016305976202 -0.058706836549213916 -0.28794872818378586 14 11 7 0 0 0 0 4 -0.28794872818378586 -0.28794872818378586 -0.28794872818378586 -0.5522194277520129
ENSG00000131849 58439756 0.33272108886428087 8 8 6 0 0 0 0 20 0.33272108886428087 0.33272108886428087 0.33272108886428087 0.045644378333250545 0.0949631461533245 8 0 0 0 0 1 1 20 0.0949631461533245 0.27175704064480044 0.27175704064480044 0.047726645146868196
ENSG00000132305 86195670 0.036973918123113035 0 0 0 0 20 20 20 20 0.0055844322116374535 0.0055844322116374535 0.0055844322116374535 0.0055844322116374535 -0.016276619436284345 0 0 0 0 20 20 20 20 0.0016851162065928346 0.0016851162065928346 0.0016851162065928346 0.0016851162065928346
ENSG00000133028 10700104 0.007459644559729236 0 0 0 0 20 20 20 20 -0.012198726377959691 -0.012198726377959691 -0.012198726377959691 -0.012198726377959691 -0.006675704500165136 0 0 0 0 20 20 20 20 -0.020091080378649467 -0.020091080378649467 -0.020091080378649467 -0.020091080378649467
ENSG00000133433 23997244 0.003851880379462364 0 0 0 0 20 20 20 20 0.006293073796473067 0.006293073796473067 0.006293073796473067 0.006293073796473067 -0.004197093737295331 0 0 0 0 20 20 20 20 0.006027386500462827 0.006027386500462827 0.006027386500462827 0.006027386500462827
ENSG00000133466 37199625 -0.07927403562430434 4 0 0 0 0 20 20 20 -0.07927403562430434 0.014391446620829966 0.014391446620829966 0.014391446620829966 0.03324259905584362 0 0 0 0 16 20 20 20 -0.06699348887458918 0.010009590320875684 0.010009590320875684 0.010009590320875684
ENSG00000133597 140673089 0.11414313429912414 2 1 0 0 0 0 5 20 0.11414313429912414 0.11414313429912414 -0.3198866922466958 -0.03534776560804078 -0.044208986194789364 0 0 0 0 5 5 5 20 -0.20206628821123607 -0.20206628821123607 -0.20206628821123607 -0.019977713869572603
ENSG00000133704 30695741 0.21745097031446448 6 6 6 0 0 0 0 20 0.21745097031446448 0.21745097031446448 0.21745097031446448 0.01519009459272841 0.012562308465034996 0 0 0 0 2 2 2 20 0.2024472935435638 0.2024472935435638 0.2024472935435638 0.03117143558381623
ENSG00000134014 28090017 0.021959461018115856 0 0 0 0 1 1 20 20 0.11758671534961573 0.11758671534961573 0.12245916251671285 0.12245916251671285 0.42024245511175584 11 10 10 0 0 0 0 20 0.42024245511175584 0.42024245511175584 0.42024245511175584 0.13529956714989752
ENSG00000134108 5122339 0.009674624785958078 0 0 0 0 1 1 6 20 0.1950574735093531 0.1950574735093531 0.33630286783945956 -0.18665643035536075 0.2736938416136777 9 8 2 0 0 0 0 20 0.2736938416136777 0.2736938416136777 0.2736938416136777 -0.24268925633683455
ENSG00000134202 109741163 0.020481965328141827 0 0 0 0 2 2 20 20 -0.122230816410059 -0.122230816410059 0.13388474779713003 0.13388474779713003 -0.01484736027353592 0 0 0 0 3 7 20 20 -0.09966142598076848 -0.104779656213338 0.11431532384327141 0.11431532384327141
ENSG00000134265 10526266 0.09456769645150502 4 0 0 0 0 20 20 20 0.09456769645150502 0.02312820818359172 0.02312820818359172 0.02312820818359172 -0.00762473383265435 0 0 0 0 3 20 20 20 -0.05177735601634623 0.05462028806804673 0.05462028806804673 0.05462028806804673
ENSG00000135698 82170153 0.09443208755310473 3 0 0 0 0 1 16 20 0.09443208755310473 0.12664431747183644 0.26982763106494084 0.6059050781963843 -0.2785677269035422 3 3 1 0 0 0 0 20 -0.2785677269035422 -0.2785677269035422 -0.2785677269035422 0.7156677902858556
